order_id,prep_time_min,delivery_time_min,total_time_min,delivery_rating,on_time
ORD0014022,24.3,35.9,60.2,4,0
ORD0014023,21.5,33.0,54.5,5,0
ORD0014024,18.0,26.4,44.4,5,1
ORD0014026,28.3,19.7,48.0,4,0
ORD0014027,20.0,20.8,40.8,5,1
ORD0014028,32.9,18.9,51.8,4,0
ORD0014029,36.7,26.9,63.6,5,0
ORD0014030,42.7,28.2,70.9,2,0
ORD0014031,14.5,19.8,34.3,3,1
ORD0014033,21.4,30.3,51.7,5,0
ORD0014034,19.3,23.1,42.400000000000006,5,1
ORD0014035,10.0,39.5,49.5,5,0
ORD0014036,49.7,23.9,73.6,3,0
ORD0014037,15.9,27.8,43.7,5,1
ORD0014038,33.7,33.0,66.7,5,0
ORD0014039,19.9,38.5,58.4,5,0
ORD0014041,18.1,36.1,54.2,5,0
ORD0014042,33.2,32.0,65.2,4,0
ORD0014044,29.8,23.5,53.3,5,0
ORD0014045,18.5,25.8,44.3,5,1
ORD0014046,16.4,34.2,50.6,4,0
ORD0014047,37.2,51.0,88.2,4,0
ORD0014048,27.6,33.5,61.1,5,0
ORD0014049,34.3,33.8,68.1,4,0
ORD0014050,36.7,18.6,55.300000000000004,3,0
ORD0014052,37.2,36.3,73.5,5,0
ORD0014053,35.1,22.8,57.900000000000006,5,0
ORD0014054,43.3,44.3,87.6,5,0
ORD0014055,33.4,28.2,61.599999999999994,5,0
ORD0014056,22.9,40.3,63.199999999999996,5,0
ORD0014057,19.9,20.2,40.099999999999994,4,1
ORD0014058,51.3,23.9,75.19999999999999,4,0
ORD0014059,35.5,32.1,67.6,4,0
ORD0014060,41.3,17.9,59.199999999999996,4,0
ORD0014061,31.8,22.7,54.5,4,0
ORD0014062,35.9,24.2,60.099999999999994,4,0
ORD0014063,24.9,13.8,38.7,4,1
ORD0014064,30.6,20.3,50.900000000000006,4,0
ORD0014066,46.8,25.8,72.6,4,0
ORD0014067,27.2,31.3,58.5,4,0
ORD0014068,18.6,11.9,30.5,4,1
ORD0014069,37.8,37.5,75.3,3,0
ORD0014070,18.6,36.5,55.1,3,0
ORD0014072,32.9,24.2,57.099999999999994,5,0
ORD0014073,23.6,31.1,54.7,5,0
ORD0014075,33.2,26.6,59.800000000000004,5,0
ORD0014078,28.7,30.1,58.8,5,0
ORD0014079,27.0,31.5,58.5,4,0
ORD0014080,24.1,29.8,53.900000000000006,5,0
ORD0014081,36.1,33.0,69.1,4,0
ORD0014083,30.8,27.5,58.3,4,0
ORD0014084,21.8,30.7,52.5,5,0
ORD0014085,31.5,45.9,77.4,4,0
ORD0014086,34.6,18.3,52.900000000000006,3,0
ORD0014087,21.0,12.7,33.7,5,1
ORD0014088,42.9,31.7,74.6,1,0
ORD0014089,18.6,34.2,52.800000000000004,4,0
ORD0014090,52.7,21.0,73.7,5,0
ORD0014091,41.3,28.7,70.0,4,0
ORD0014092,36.8,28.6,65.4,2,0
ORD0014094,23.0,27.1,50.1,2,0
ORD0014095,47.3,39.1,86.4,5,0
ORD0014096,40.6,33.6,74.2,4,0
ORD0014097,15.4,38.8,54.199999999999996,4,0
ORD0014099,46.3,23.0,69.3,2,0
ORD0014100,30.6,40.7,71.30000000000001,4,0
ORD0014101,30.6,21.6,52.2,5,0
ORD0014102,27.2,28.8,56.0,5,0
ORD0014103,16.3,33.3,49.599999999999994,5,0
ORD0014104,13.5,27.6,41.1,5,1
ORD0014106,30.5,29.4,59.9,5,0
ORD0014107,27.3,38.6,65.9,4,0
ORD0014108,22.4,30.2,52.599999999999994,5,0
ORD0014109,25.1,32.7,57.800000000000004,5,0
ORD0014110,43.3,33.0,76.3,4,0
ORD0014111,13.1,37.0,50.1,4,0
ORD0014112,17.2,34.8,52.0,4,0
ORD0014113,23.1,37.6,60.7,4,0
ORD0014114,34.8,16.4,51.199999999999996,3,0
ORD0014115,13.4,21.6,35.0,4,1
ORD0014117,23.0,17.3,40.3,1,1
ORD0014118,34.7,26.1,60.800000000000004,4,0
ORD0014119,26.1,24.5,50.6,5,0
ORD0014122,16.5,31.9,48.4,4,0
ORD0014123,42.6,25.9,68.5,4,0
ORD0014124,28.8,20.3,49.1,5,0
ORD0014126,10.0,29.3,39.3,5,1
ORD0014127,25.3,28.4,53.7,4,0
ORD0014128,39.9,27.2,67.1,4,0
ORD0014129,30.8,30.0,60.8,4,0
ORD0014130,22.5,25.5,48.0,5,0
ORD0014131,21.9,28.9,50.8,5,0
ORD0014133,37.3,25.8,63.099999999999994,4,0
ORD0014134,27.1,27.3,54.400000000000006,3,0
ORD0014135,28.5,24.9,53.4,4,0
ORD0014136,20.5,19.2,39.7,5,1
ORD0014137,10.9,24.1,35.0,4,1
ORD0014138,16.4,30.7,47.099999999999994,4,0
ORD0014139,14.2,30.1,44.3,5,1
ORD0014140,33.8,31.2,65.0,4,0
ORD0014141,38.6,27.3,65.9,4,0
ORD0014142,23.8,37.8,61.599999999999994,4,0
ORD0014144,45.4,28.2,73.6,3,0
ORD0014145,30.2,33.8,64.0,3,0
ORD0014146,29.5,33.9,63.4,5,0
ORD0014147,36.2,33.0,69.2,4,0
ORD0014148,34.9,22.9,57.8,5,0
ORD0014151,22.3,29.7,52.0,5,0
ORD0014152,39.3,21.0,60.3,4,0
ORD0014153,31.8,38.2,70.0,5,0
ORD0014154,40.2,25.2,65.4,5,0
ORD0014155,43.6,28.2,71.8,4,0
ORD0014156,51.2,36.9,88.1,4,0
ORD0014157,25.5,14.5,40.0,4,1
ORD0014158,34.8,11.0,45.8,5,0
ORD0014159,39.2,28.0,67.2,4,0
ORD0014160,30.5,48.3,78.8,1,0
ORD0014161,32.9,24.4,57.3,5,0
ORD0014162,34.7,20.1,54.800000000000004,3,0
ORD0014163,29.0,38.4,67.4,4,0
ORD0014164,38.0,27.2,65.2,5,0
ORD0014166,39.5,30.2,69.7,5,0
ORD0014167,21.9,17.9,39.8,5,1
ORD0014169,29.8,29.2,59.0,5,0
ORD0014170,40.2,48.8,89.0,5,0
ORD0014171,43.7,29.6,73.30000000000001,4,0
ORD0014172,17.5,30.3,47.8,3,0
ORD0014173,44.2,22.8,67.0,5,0
ORD0014175,42.4,25.0,67.4,1,0
ORD0014177,52.2,33.5,85.7,5,0
ORD0014178,38.1,35.5,73.6,3,0
ORD0014179,28.3,33.4,61.7,4,0
ORD0014182,21.6,36.8,58.4,3,0
ORD0014183,28.1,25.7,53.8,1,0
ORD0014184,48.8,40.8,89.6,5,0
ORD0014186,32.4,26.0,58.4,4,0
ORD0014187,18.8,35.0,53.8,5,0
ORD0014188,35.7,22.3,58.0,5,0
ORD0014189,18.2,28.4,46.599999999999994,4,0
ORD0014190,44.2,23.8,68.0,5,0
ORD0014191,23.7,26.5,50.2,3,0
ORD0014192,33.7,27.6,61.300000000000004,5,0
ORD0014193,28.8,21.6,50.400000000000006,2,0
ORD0014194,46.4,15.5,61.9,5,0
ORD0014195,15.1,25.8,40.9,5,1
ORD0014196,15.8,23.1,38.900000000000006,5,1
ORD0014197,21.3,18.7,40.0,5,1
ORD0014200,32.4,19.8,52.2,4,0
ORD0014201,14.8,23.9,38.7,3,1
ORD0014202,22.9,16.1,39.0,4,1
ORD0014203,40.2,34.8,75.0,5,0
ORD0014204,37.0,25.9,62.9,5,0
ORD0014205,22.3,29.6,51.900000000000006,1,0
ORD0014206,31.8,38.0,69.8,3,0
ORD0014207,29.6,26.4,56.0,2,0
ORD0014208,24.1,27.6,51.7,5,0
ORD0014209,49.7,27.8,77.5,5,0
ORD0014210,32.7,22.0,54.7,5,0
ORD0014211,15.7,34.0,49.7,4,0
ORD0014212,14.5,32.1,46.6,4,0
ORD0014215,27.1,32.1,59.2,4,0
ORD0014218,26.9,27.2,54.099999999999994,4,0
ORD0014220,26.5,22.7,49.2,5,0
ORD0014221,35.3,28.6,63.9,5,0
ORD0014222,47.0,34.3,81.3,4,0
ORD0014223,34.5,18.1,52.6,4,0
ORD0014224,22.4,29.6,52.0,4,0
ORD0014225,41.2,28.0,69.2,5,0
ORD0014226,37.3,28.1,65.4,5,0
ORD0014227,44.0,37.1,81.1,5,0
ORD0014228,27.6,32.1,59.7,5,0
ORD0014230,33.8,29.3,63.099999999999994,4,0
ORD0014231,21.4,35.0,56.4,1,0
ORD0014232,36.7,29.7,66.4,2,0
ORD0014234,47.0,31.7,78.7,4,0
ORD0014235,31.6,41.0,72.6,1,0
ORD0014238,39.6,23.5,63.1,4,0
ORD0014239,32.5,31.6,64.1,1,0
ORD0014240,37.1,29.0,66.1,4,0
ORD0014242,33.4,16.3,49.7,3,0
ORD0014243,29.3,40.4,69.7,5,0
ORD0014244,31.6,20.9,52.5,2,0
ORD0014245,28.1,24.6,52.7,3,0
ORD0014247,31.9,33.4,65.3,4,0
ORD0014248,42.5,43.5,86.0,5,0
ORD0014249,37.4,20.8,58.2,4,0
ORD0014250,37.6,24.1,61.7,4,0
ORD0014251,27.5,22.1,49.6,4,0
ORD0014252,16.8,10.0,26.8,3,1
ORD0014253,17.5,36.4,53.9,5,0
ORD0014254,34.4,41.0,75.4,5,0
ORD0014256,10.4,15.6,26.0,5,1
ORD0014257,32.8,39.6,72.4,5,0
ORD0014258,44.5,32.1,76.6,4,0
ORD0014260,28.4,25.7,54.099999999999994,5,0
ORD0014261,40.7,21.1,61.800000000000004,5,0
ORD0014262,35.9,24.0,59.9,4,0
ORD0014263,14.4,27.6,42.0,4,1
ORD0014265,17.5,25.5,43.0,5,1
ORD0014266,38.4,23.4,61.8,4,0
ORD0014267,31.9,20.9,52.8,5,0
ORD0014268,18.2,23.5,41.7,4,1
ORD0014269,35.1,35.9,71.0,4,0
ORD0014270,25.5,30.7,56.2,5,0
ORD0014271,10.0,37.1,47.1,4,0
ORD0014272,39.3,29.2,68.5,4,0
ORD0014273,34.2,22.7,56.900000000000006,4,0
ORD0014274,21.9,17.9,39.8,5,1
ORD0014276,25.1,38.6,63.7,5,0
ORD0014277,16.3,38.0,54.3,4,0
ORD0014278,40.3,24.7,65.0,3,0
ORD0014279,34.1,20.4,54.5,5,0
ORD0014280,17.4,11.7,29.099999999999998,5,1
ORD0014281,27.6,33.6,61.2,4,0
ORD0014282,27.2,31.6,58.8,3,0
ORD0014283,24.3,30.2,54.5,4,0
ORD0014284,19.7,32.7,52.400000000000006,4,0
ORD0014286,37.3,16.3,53.599999999999994,4,0
ORD0014287,39.3,31.6,70.9,5,0
ORD0014288,38.9,26.0,64.9,5,0
ORD0014290,42.9,19.6,62.5,5,0
ORD0014291,14.8,28.7,43.5,4,1
ORD0014292,33.1,29.0,62.1,4,0
ORD0014294,25.5,25.8,51.3,5,0
ORD0014296,15.2,27.2,42.4,4,1
ORD0014298,29.9,25.5,55.4,2,0
ORD0014299,33.7,27.6,61.300000000000004,1,0
ORD0014300,25.7,29.8,55.5,3,0
ORD0014301,46.2,28.4,74.6,3,0
ORD0014302,21.5,22.5,44.0,4,1
ORD0014303,17.0,32.7,49.7,1,0
ORD0014304,38.0,28.5,66.5,4,0
ORD0014305,34.3,24.5,58.8,4,0
ORD0014306,21.2,38.4,59.599999999999994,4,0
ORD0014307,38.6,17.6,56.2,5,0
ORD0014309,43.4,34.5,77.9,5,0
ORD0014310,34.4,27.1,61.5,4,0
ORD0014311,21.5,22.6,44.1,3,1
ORD0014313,29.6,28.6,58.2,5,0
ORD0014315,32.9,18.3,51.2,4,0
ORD0014316,37.9,34.2,72.1,4,0
ORD0014317,32.2,47.5,79.7,4,0
ORD0014318,20.4,32.1,52.5,5,0
ORD0014319,18.6,10.0,28.6,5,1
ORD0014321,18.5,38.3,56.8,2,0
ORD0014323,13.7,20.5,34.2,5,1
ORD0014324,27.8,30.6,58.400000000000006,4,0
ORD0014326,10.7,38.9,49.599999999999994,4,0
ORD0014327,32.3,20.8,53.099999999999994,5,0
ORD0014328,29.8,11.5,41.3,5,1
ORD0014330,22.5,14.8,37.3,5,1
ORD0014332,33.0,15.5,48.5,3,0
ORD0014333,44.0,30.0,74.0,5,0
ORD0014334,27.6,19.4,47.0,4,0
ORD0014335,13.4,20.7,34.1,5,1
ORD0014336,33.9,27.1,61.0,4,0
ORD0014338,36.3,28.3,64.6,5,0
ORD0014340,38.4,37.6,76.0,5,0
ORD0014341,30.5,15.7,46.2,4,0
ORD0014342,44.8,30.9,75.69999999999999,4,0
ORD0014345,20.7,27.4,48.099999999999994,5,0
ORD0014347,23.4,12.3,35.7,5,1
ORD0014348,23.0,24.5,47.5,5,0
ORD0014349,26.2,17.5,43.7,5,1
ORD0014350,43.6,23.3,66.9,4,0
ORD0014351,42.1,41.6,83.7,5,0
ORD0014352,15.5,18.9,34.4,3,1
ORD0014353,20.9,34.1,55.0,5,0
ORD0014354,43.9,17.3,61.2,4,0
ORD0014355,30.7,17.7,48.4,3,0
ORD0014356,49.8,23.4,73.19999999999999,4,0
ORD0014357,17.6,37.5,55.1,3,0
ORD0014359,42.8,21.0,63.8,2,0
ORD0014360,19.7,18.1,37.8,5,1
ORD0014361,23.7,39.1,62.8,3,0
ORD0014362,23.4,26.3,49.7,5,0
ORD0014364,36.8,30.8,67.6,3,0
ORD0014365,11.6,16.5,28.1,5,1
ORD0014366,43.2,21.9,65.1,5,0
ORD0014367,18.6,13.1,31.700000000000003,5,1
ORD0014368,10.0,25.4,35.4,5,1
ORD0014369,26.7,18.7,45.4,5,0
ORD0014370,34.6,37.2,71.80000000000001,5,0
ORD0014371,44.1,25.9,70.0,5,0
ORD0014372,22.4,12.9,35.3,4,1
ORD0014374,15.9,22.5,38.4,4,1
ORD0014376,30.6,22.2,52.8,5,0
ORD0014378,25.0,23.2,48.2,4,0
ORD0014379,23.0,36.5,59.5,5,0
ORD0014380,22.0,24.2,46.2,5,0
ORD0014381,32.3,25.5,57.8,1,0
ORD0014382,36.0,35.6,71.6,4,0
ORD0014383,39.6,38.1,77.7,5,0
ORD0014384,18.4,27.2,45.599999999999994,5,0
ORD0014385,26.6,10.0,36.6,5,1
ORD0014386,33.8,22.4,56.199999999999996,4,0
ORD0014387,29.1,19.0,48.1,5,0
ORD0014388,27.1,17.6,44.7,5,1
ORD0014390,21.0,31.7,52.7,5,0
ORD0014391,43.1,33.4,76.5,5,0
ORD0014392,21.2,26.3,47.5,4,0
ORD0014393,22.5,24.0,46.5,2,0
ORD0014396,24.1,37.0,61.1,5,0
ORD0014397,23.8,11.1,34.9,4,1
ORD0014398,27.4,25.5,52.9,2,0
ORD0014399,23.8,23.5,47.3,5,0
ORD0014400,35.4,23.8,59.2,5,0
ORD0014401,22.5,20.0,42.5,5,1
ORD0014402,10.0,23.2,33.2,5,1
ORD0014403,14.5,33.9,48.4,1,0
ORD0014404,47.6,29.2,76.8,5,0
ORD0014405,40.8,25.5,66.3,4,0
ORD0014406,25.8,28.1,53.900000000000006,5,0
ORD0014407,35.1,13.4,48.5,4,0
ORD0014408,37.8,29.1,66.9,4,0
ORD0014409,37.9,27.5,65.4,5,0
ORD0014410,33.1,20.4,53.5,3,0
ORD0014411,46.3,39.5,85.8,4,0
ORD0014413,11.4,32.5,43.9,2,1
ORD0014414,27.0,10.0,37.0,4,1
ORD0014415,25.8,20.9,46.7,4,0
ORD0014416,17.3,28.1,45.400000000000006,5,0
ORD0014417,30.9,23.2,54.099999999999994,4,0
ORD0014418,21.1,27.0,48.1,1,0
ORD0014419,38.0,30.9,68.9,4,0
ORD0014420,33.1,14.3,47.400000000000006,5,0
ORD0014421,11.9,25.2,37.1,5,1
ORD0014422,44.2,15.9,60.1,5,0
ORD0014423,49.5,37.8,87.3,4,0
ORD0014424,31.7,35.0,66.7,5,0
ORD0014425,17.1,17.8,34.900000000000006,4,1
ORD0014426,26.5,31.4,57.9,4,0
ORD0014427,18.2,13.4,31.6,4,1
ORD0014428,36.5,23.3,59.8,5,0
ORD0014429,12.2,26.3,38.5,4,1
ORD0014430,26.9,25.5,52.4,4,0
ORD0014432,30.5,29.8,60.3,5,0
ORD0014433,21.0,23.4,44.4,3,1
ORD0014436,22.5,34.9,57.4,3,0
ORD0014437,21.4,29.3,50.7,5,0
ORD0014438,44.0,26.3,70.3,5,0
ORD0014440,10.5,34.2,44.7,4,1
ORD0014441,38.1,22.1,60.2,2,0
ORD0014442,15.8,30.4,46.2,5,0
ORD0014444,48.0,31.3,79.3,5,0
ORD0014445,27.6,28.2,55.8,5,0
ORD0014448,22.6,19.3,41.900000000000006,4,1
ORD0014449,29.0,24.7,53.7,4,0
ORD0014450,30.7,35.2,65.9,2,0
ORD0014451,43.2,29.2,72.4,5,0
ORD0014453,29.8,38.5,68.3,5,0
ORD0014454,12.8,41.5,54.3,5,0
ORD0014455,45.8,22.8,68.6,5,0
ORD0014456,12.9,26.5,39.4,5,1
ORD0014457,36.8,30.8,67.6,4,0
ORD0014458,23.2,20.9,44.099999999999994,5,1
ORD0014460,20.2,21.2,41.4,5,1
ORD0014461,28.4,38.4,66.8,5,0
ORD0014462,21.8,33.5,55.3,5,0
ORD0014463,20.6,32.0,52.6,4,0
ORD0014464,37.2,35.9,73.1,4,0
ORD0014465,20.6,34.5,55.1,2,0
ORD0014466,28.4,35.0,63.4,4,0
ORD0014467,24.8,42.4,67.2,3,0
ORD0014468,29.2,14.3,43.5,4,1
ORD0014469,34.8,18.7,53.5,4,0
ORD0014470,25.3,24.8,50.1,3,0
ORD0014471,29.0,22.0,51.0,5,0
ORD0014473,39.0,21.5,60.5,4,0
ORD0014474,28.5,30.6,59.1,4,0
ORD0014476,31.6,11.1,42.7,5,1
ORD0014477,16.2,32.9,49.099999999999994,1,0
ORD0014478,35.8,29.5,65.3,5,0
ORD0014479,19.2,26.6,45.8,4,0
ORD0014480,22.2,37.3,59.5,4,0
ORD0014482,35.2,27.3,62.5,5,0
ORD0014483,33.6,31.0,64.6,4,0
ORD0014484,42.9,31.5,74.4,5,0
ORD0014485,33.4,21.5,54.9,4,0
ORD0014486,46.7,18.2,64.9,5,0
ORD0014487,20.7,19.7,40.4,5,1
ORD0014488,17.4,36.2,53.6,5,0
ORD0014489,26.0,27.7,53.7,3,0
ORD0014490,41.9,23.6,65.5,4,0
ORD0014491,35.3,29.3,64.6,5,0
ORD0014493,20.9,21.0,41.9,2,1
ORD0014494,17.6,17.0,34.6,5,1
ORD0014496,16.1,25.5,41.6,4,1
ORD0014497,15.1,30.9,46.0,3,0
ORD0014498,13.2,20.6,33.8,5,1
ORD0014500,27.4,33.7,61.1,5,0
ORD0014501,33.4,30.2,63.599999999999994,4,0
ORD0014502,18.1,35.6,53.7,5,0
ORD0014503,18.9,21.3,40.2,2,1
ORD0014504,22.6,15.0,37.6,5,1
ORD0014505,37.7,28.7,66.4,4,0
ORD0014506,39.1,29.0,68.1,5,0
ORD0014507,43.3,16.5,59.8,5,0
ORD0014508,40.0,15.9,55.9,5,0
ORD0014511,18.5,31.1,49.6,5,0
ORD0014512,37.3,38.0,75.3,4,0
ORD0014513,49.2,22.1,71.30000000000001,5,0
ORD0014516,25.5,27.9,53.4,1,0
ORD0014517,26.3,24.6,50.900000000000006,5,0
ORD0014519,38.1,32.9,71.0,3,0
ORD0014521,35.6,28.1,63.7,3,0
ORD0014522,45.8,22.4,68.19999999999999,5,0
ORD0014523,44.9,22.5,67.4,1,0
ORD0014525,18.5,35.9,54.4,5,0
ORD0014526,36.3,16.3,52.599999999999994,4,0
ORD0014528,16.5,31.2,47.7,5,0
ORD0014529,31.4,32.9,64.3,3,0
ORD0014530,30.7,28.2,58.9,5,0
ORD0014531,20.5,32.4,52.9,5,0
ORD0014532,26.0,22.2,48.2,5,0
ORD0014533,16.1,26.8,42.900000000000006,4,1
ORD0014534,40.5,26.1,66.6,5,0
ORD0014535,20.0,31.0,51.0,4,0
ORD0014536,41.9,37.5,79.4,4,0
ORD0014537,19.6,27.1,46.7,5,0
ORD0014538,42.5,40.4,82.9,5,0
ORD0014539,23.3,27.0,50.3,5,0
ORD0014541,43.1,14.9,58.0,1,0
ORD0014542,21.3,29.6,50.900000000000006,4,0
ORD0014543,32.9,29.5,62.4,5,0
ORD0014544,33.9,40.9,74.8,4,0
ORD0014545,20.2,14.9,35.1,5,1
ORD0014546,33.6,33.7,67.30000000000001,3,0
ORD0014547,26.6,23.3,49.900000000000006,2,0
ORD0014549,25.5,34.2,59.7,4,0
ORD0014550,29.1,27.2,56.3,5,0
ORD0014551,37.2,28.5,65.7,4,0
ORD0014552,19.7,10.0,29.7,4,1
ORD0014553,10.0,28.8,38.8,4,1
ORD0014555,25.4,20.1,45.5,2,0
ORD0014556,24.7,27.7,52.4,4,0
ORD0014557,47.5,29.5,77.0,5,0
ORD0014558,10.0,19.7,29.7,5,1
ORD0014559,27.6,21.1,48.7,5,0
ORD0014560,30.0,15.0,45.0,2,1
ORD0014561,16.4,28.8,45.2,4,0
ORD0014562,34.9,41.3,76.19999999999999,5,0
ORD0014563,33.0,47.4,80.4,5,0
ORD0014564,32.9,23.4,56.3,4,0
ORD0014565,32.9,18.9,51.8,5,0
ORD0014567,22.6,29.6,52.2,5,0
ORD0014568,11.4,34.5,45.9,4,0
ORD0014570,24.5,31.5,56.0,4,0
ORD0014571,14.9,18.2,33.1,3,1
ORD0014572,10.0,30.9,40.9,5,1
ORD0014575,37.2,10.8,48.0,5,0
ORD0014576,18.3,30.7,49.0,5,0
ORD0014577,21.8,23.9,45.7,5,0
ORD0014578,23.2,11.3,34.5,4,1
ORD0014579,42.1,18.2,60.3,3,0
ORD0014580,13.3,31.3,44.6,5,1
ORD0014581,43.3,35.7,79.0,5,0
ORD0014582,12.2,28.8,41.0,5,1
ORD0014583,23.2,36.9,60.099999999999994,5,0
ORD0014587,36.3,25.7,62.0,5,0
ORD0014588,41.7,21.1,62.800000000000004,4,0
ORD0014590,31.6,10.0,41.6,2,1
ORD0014591,23.0,10.0,33.0,4,1
ORD0014592,29.7,18.0,47.7,3,0
ORD0014593,34.5,36.7,71.2,5,0
ORD0014595,33.7,40.7,74.4,5,0
ORD0014596,38.0,24.9,62.9,5,0
ORD0014598,28.1,18.9,47.0,5,0
ORD0014599,20.5,37.1,57.6,5,0
ORD0014600,24.7,37.0,61.7,4,0
ORD0014601,17.5,26.2,43.7,4,1
ORD0014602,47.2,39.8,87.0,5,0
ORD0014603,10.9,22.3,33.2,5,1
ORD0014604,25.5,28.9,54.4,5,0
ORD0014605,17.7,28.0,45.7,4,0
ORD0014606,25.4,32.4,57.8,3,0
ORD0014609,27.5,26.0,53.5,3,0
ORD0014611,22.9,29.0,51.9,2,0
ORD0014614,15.5,17.1,32.6,4,1
ORD0014615,16.8,22.6,39.400000000000006,4,1
ORD0014617,24.8,10.0,34.8,5,1
ORD0014619,42.7,42.0,84.7,5,0
ORD0014620,33.6,38.5,72.1,5,0
ORD0014621,29.7,24.8,54.5,4,0
ORD0014622,31.1,27.0,58.1,5,0
ORD0014623,44.0,47.8,91.8,5,0
ORD0014624,39.7,13.4,53.1,3,0
ORD0014625,29.4,29.3,58.7,3,0
ORD0014626,14.6,26.9,41.5,5,1
ORD0014627,18.1,30.8,48.900000000000006,5,0
ORD0014628,21.7,31.1,52.8,4,0
ORD0014629,28.9,33.7,62.6,5,0
ORD0014630,40.2,20.5,60.7,3,0
ORD0014631,23.6,31.5,55.1,4,0
ORD0014632,10.0,19.4,29.4,3,1
ORD0014633,25.6,31.0,56.6,5,0
ORD0014634,18.0,20.6,38.6,4,1
ORD0014636,39.9,28.8,68.7,5,0
ORD0014637,26.8,20.9,47.7,4,0
ORD0014638,28.1,19.9,48.0,4,0
ORD0014639,20.2,22.4,42.599999999999994,5,1
ORD0014640,29.0,30.5,59.5,5,0
ORD0014641,27.7,22.1,49.8,5,0
ORD0014645,24.1,30.7,54.8,5,0
ORD0014646,25.7,35.5,61.2,4,0
ORD0014649,41.9,42.7,84.6,4,0
ORD0014650,22.6,19.6,42.2,5,1
ORD0014651,40.4,20.7,61.099999999999994,1,0
ORD0014652,34.4,34.4,68.8,5,0
ORD0014653,14.8,28.8,43.6,5,1
ORD0014654,22.0,17.6,39.6,5,1
ORD0014655,27.1,40.2,67.30000000000001,5,0
ORD0014656,24.9,24.0,48.9,3,0
ORD0014657,42.3,23.5,65.8,3,0
ORD0014658,20.8,29.5,50.3,1,0
ORD0014659,28.0,26.4,54.4,5,0
ORD0014660,36.0,21.9,57.9,5,0
ORD0014661,25.8,25.2,51.0,3,0
ORD0014662,36.4,31.4,67.8,5,0
ORD0014663,31.0,39.9,70.9,5,0
ORD0014664,12.5,44.7,57.2,4,0
ORD0014666,39.0,31.6,70.6,5,0
ORD0014667,50.4,16.0,66.4,5,0
ORD0014668,33.1,27.0,60.1,5,0
ORD0014669,45.0,25.1,70.1,5,0
ORD0014670,25.2,19.9,45.099999999999994,5,0
ORD0014671,35.2,27.6,62.800000000000004,4,0
ORD0014672,22.8,44.2,67.0,2,0
ORD0014673,25.8,18.6,44.400000000000006,5,1
ORD0014674,36.2,12.5,48.7,4,0
ORD0014675,10.0,27.5,37.5,5,1
ORD0014677,30.8,30.5,61.3,4,0
ORD0014678,27.8,31.5,59.3,5,0
ORD0014679,32.3,26.7,59.0,5,0
ORD0014680,39.1,24.6,63.7,5,0
ORD0014681,29.5,23.9,53.4,4,0
ORD0014684,34.5,24.0,58.5,4,0
ORD0014685,39.3,26.1,65.4,1,0
ORD0014686,10.7,46.7,57.400000000000006,5,0
ORD0014687,22.4,28.4,50.8,4,0
ORD0014688,28.8,17.3,46.1,4,0
ORD0014690,43.4,22.7,66.1,3,0
ORD0014691,50.8,26.7,77.5,5,0
ORD0014693,22.2,28.5,50.7,5,0
ORD0014694,33.0,32.8,65.8,4,0
ORD0014695,23.7,35.1,58.8,5,0
ORD0014696,22.4,32.5,54.9,5,0
ORD0014699,29.9,37.7,67.6,5,0
ORD0014700,25.9,15.5,41.4,5,1
ORD0014701,32.7,26.8,59.5,4,0
ORD0014702,33.3,23.1,56.4,5,0
ORD0014703,10.0,10.0,20.0,5,1
ORD0014704,31.5,33.9,65.4,5,0
ORD0014705,35.6,31.6,67.2,4,0
ORD0014706,13.4,30.4,43.8,5,1
ORD0014708,40.0,34.0,74.0,5,0
ORD0014709,27.3,27.0,54.3,5,0
ORD0014710,29.7,33.8,63.5,4,0
ORD0014711,15.7,21.6,37.3,1,1
ORD0014712,39.7,30.0,69.7,3,0
ORD0014713,10.0,27.5,37.5,3,1
ORD0014714,38.4,30.7,69.1,3,0
ORD0014715,34.1,30.2,64.3,5,0
ORD0014716,28.1,38.0,66.1,4,0
ORD0014717,11.7,20.0,31.7,3,1
ORD0014718,33.1,26.1,59.2,4,0
ORD0014719,32.5,29.2,61.7,5,0
ORD0014720,41.2,10.0,51.2,4,0
ORD0014721,34.6,24.4,59.0,3,0
ORD0014722,24.1,25.9,50.0,4,0
ORD0014723,40.3,10.0,50.3,5,0
ORD0014724,15.9,19.7,35.6,5,1
ORD0014725,39.4,32.6,72.0,2,0
ORD0014726,16.3,38.3,54.599999999999994,5,0
ORD0014727,38.5,16.1,54.6,5,0
ORD0014728,12.4,15.5,27.9,5,1
ORD0014731,22.0,27.9,49.9,3,0
ORD0014732,34.1,32.8,66.9,3,0
ORD0014733,46.5,32.2,78.7,5,0
ORD0014734,31.7,27.7,59.4,4,0
ORD0014736,37.3,28.7,66.0,3,0
ORD0014737,27.0,27.7,54.7,1,0
ORD0014738,10.0,37.6,47.6,5,0
ORD0014739,33.0,27.9,60.9,5,0
ORD0014741,25.5,24.5,50.0,3,0
ORD0014742,18.0,32.9,50.9,4,0
ORD0014743,24.1,27.1,51.2,4,0
ORD0014744,21.8,30.1,51.900000000000006,3,0
ORD0014745,23.9,33.0,56.9,5,0
ORD0014746,30.0,24.5,54.5,4,0
ORD0014747,10.0,15.6,25.6,5,1
ORD0014748,21.1,32.4,53.5,4,0
