customer_id,city,age_group,signup_date,is_prime
C00607,Mumbai,35-44,2023-07-15,0
C00608,Mumbai,25-34,2023-11-23,0
C00609,Delhi,18-24,2023-11-14,0
C00610,Bengaluru,25-34,2023-10-24,0
C00611,Hyderabad,25-34,2023-09-09,1
C00612,Delhi,25-34,2023-04-29,1
C00613,Bengaluru,35-44,2023-06-11,0
C00614,Chennai,25-34,2023-07-17,0
C00615,Chennai,18-24,2023-02-14,0
C00616,Bengaluru,25-34,2023-11-10,1
C00617,Bengaluru,45+,2023-06-28,0
C00618,Hyderabad,18-24,2023-02-13,0
C00619,Delhi,25-34,2023-09-28,0
C00620,Bengaluru,25-34,2023-03-19,1
C00621,Bengaluru,18-24,2023-11-22,0
C00622,Mumbai,25-34,2023-06-27,0
C00623,Mumbai,25-34,2023-12-23,1
C00624,Delhi,25-34,2023-01-03,1
C00625,Mumbai,35-44,2023-08-02,1
C00626,Mumbai,18-24,2023-12-08,0
C00627,Delhi,18-24,2023-03-15,1
C00628,Bengaluru,45+,2023-02-20,1
C00629,Bengaluru,25-34,2023-03-08,1
C00630,Delhi,25-34,2023-11-28,1
C00631,Chennai,35-44,2023-04-03,1
C00632,Mumbai,25-34,2023-06-25,0
C00633,Mumbai,25-34,2023-05-25,0
C00634,Bengaluru,18-24,2023-01-07,1
C00635,Mumbai,18-24,2023-09-26,0
C00636,Mumbai,18-24,2023-11-18,0
C00637,Bengaluru,35-44,2023-01-04,0
C00638,Bengaluru,18-24,2023-05-18,1
C00639,Mumbai,25-34,2023-08-19,0
C00640,Bengaluru,45+,2023-03-29,1
C00641,Mumbai,25-34,2023-01-17,0
C00642,Bengaluru,25-34,2023-02-21,0
C00643,Mumbai,25-34,2023-05-14,0
C00644,Bengaluru,25-34,2023-07-30,0
C00645,Chennai,25-34,2023-11-21,0
C00646,Delhi,25-34,2023-08-07,0
C00647,Delhi,45+,2023-07-24,0
C00648,Hyderabad,45+,2023-07-30,1
C00649,Mumbai,35-44,2023-10-04,0
C00650,Bengaluru,35-44,2023-01-24,1
C00651,Mumbai,25-34,2023-01-04,0
C00652,Delhi,25-34,2023-06-01,0
C00653,Delhi,35-44,2023-09-16,0
C00654,Mumbai,25-34,2023-11-20,1
C00655,Bengaluru,45+,2023-12-23,1
C00656,Bengaluru,25-34,2023-06-17,1
C00657,Mumbai,25-34,2023-06-25,0
C00658,Delhi,25-34,2023-11-06,1
C00659,Delhi,45+,2023-10-18,0
C00660,Mumbai,18-24,2023-02-25,0
C00661,Pune,25-34,2023-04-18,0
C00662,Delhi,25-34,2023-10-23,0
C00663,Bengaluru,18-24,2023-11-20,0
C00664,Bengaluru,35-44,2023-10-29,1
C00665,Bengaluru,25-34,2023-11-30,0
C00666,Bengaluru,25-34,2023-05-21,0
C00667,Bengaluru,25-34,2023-06-04,0
C00668,Bengaluru,25-34,2023-09-19,1
C00669,Bengaluru,25-34,2023-09-30,0
C00670,Bengaluru,25-34,2023-08-20,0
C00671,Chennai,18-24,2023-08-29,1
C00672,Bengaluru,45+,2023-12-21,0
C00673,Mumbai,25-34,2023-12-03,0
C00674,Mumbai,25-34,2023-09-15,0
C00675,Pune,25-34,2023-09-06,0
C00676,Bengaluru,25-34,2023-03-18,1
C00677,Mumbai,25-34,2023-06-29,0
C00678,Pune,25-34,2023-03-07,0
C00679,Hyderabad,25-34,2023-11-04,0
C00680,Hyderabad,25-34,2023-12-14,0
C00681,Bengaluru,25-34,2023-06-20,1
C00682,Bengaluru,18-24,2023-01-22,0
C00683,Delhi,25-34,2023-04-17,0
C00684,Chennai,18-24,2023-11-19,1
C00685,Delhi,18-24,2023-08-15,1
C00686,Delhi,45+,2023-08-04,1
C00687,Bengaluru,25-34,2023-03-10,0
C00688,Hyderabad,25-34,2023-03-25,1
C00689,Bengaluru,25-34,2023-04-13,0
C00690,Mumbai,35-44,2023-02-08,0
C00691,Mumbai,25-34,2023-01-13,0
C00692,Mumbai,35-44,2023-10-24,1
C00693,Bengaluru,25-34,2023-11-09,0
C00694,Bengaluru,45+,2023-06-30,0
C00695,Delhi,35-44,2023-09-25,0
C00696,Bengaluru,35-44,2023-01-13,0
C00697,Delhi,18-24,2023-04-30,1
C00698,Bengaluru,18-24,2023-12-19,0
C00699,Mumbai,18-24,2023-02-26,0
C00700,Mumbai,18-24,2023-02-09,1
C00701,Bengaluru,35-44,2023-12-02,0
C00702,Mumbai,18-24,2023-05-08,1
C00703,Bengaluru,18-24,2023-06-22,1
C00704,Bengaluru,18-24,2023-02-04,1
C00705,Pune,18-24,2023-09-16,1
C00706,Mumbai,18-24,2023-01-05,0
C00707,Hyderabad,35-44,2023-08-06,0
C00708,Bengaluru,25-34,2023-01-11,0
C00709,Delhi,18-24,2023-11-23,0
C00710,Hyderabad,25-34,2023-04-27,0
C00711,Delhi,25-34,2023-07-03,0
C00712,Mumbai,18-24,2023-12-28,1
C00713,Mumbai,25-34,2023-04-26,0
C00714,Mumbai,25-34,2023-06-11,0
C00715,Chennai,25-34,2023-03-08,0
C00716,Hyderabad,25-34,2023-07-19,0
C00717,Pune,18-24,2023-01-31,1
C00718,Bengaluru,45+,2023-03-16,0
C00719,Delhi,35-44,2023-08-25,0
C00720,Chennai,35-44,2023-11-23,0
C00721,Bengaluru,18-24,2023-03-07,0
C00722,Bengaluru,45+,2023-03-11,0
C00723,Delhi,35-44,2023-10-24,1
C00724,Delhi,35-44,2023-01-20,0
C00725,Hyderabad,18-24,2023-08-14,0
C00726,Bengaluru,25-34,2023-07-18,0
C00727,Hyderabad,45+,2023-02-08,1
C00728,Bengaluru,25-34,2023-05-25,1
C00729,Bengaluru,25-34,2023-02-14,0
C00730,Bengaluru,45+,2023-11-22,0
C00731,Hyderabad,25-34,2023-04-01,1
C00732,Delhi,25-34,2023-08-26,1
C00733,Mumbai,25-34,2023-03-11,1
C00734,Mumbai,45+,2023-06-15,1
C00735,Chennai,18-24,2023-05-10,0
C00736,Mumbai,25-34,2023-08-02,0
C00737,Hyderabad,25-34,2023-12-06,1
C00738,Mumbai,35-44,2023-03-30,1
C00739,Mumbai,25-34,2023-12-01,0
C00740,Mumbai,35-44,2023-09-09,0
C00741,Mumbai,45+,2023-12-15,1
C00742,Delhi,18-24,2023-03-13,0
C00743,Mumbai,25-34,2023-06-14,1
C00744,Bengaluru,18-24,2023-02-18,0
C00745,Chennai,25-34,2023-02-21,0
C00746,Mumbai,25-34,2023-10-16,0
C00747,Mumbai,35-44,2023-10-05,0
C00748,Chennai,35-44,2023-04-24,0
C00749,Delhi,18-24,2023-08-27,0
C00750,Bengaluru,18-24,2023-05-13,1
C00751,Chennai,25-34,2023-10-01,1
C00752,Delhi,25-34,2023-06-15,0
C00753,Mumbai,18-24,2023-10-20,0
C00754,Bengaluru,35-44,2023-08-31,0
C00755,Hyderabad,35-44,2023-11-16,0
C00756,Delhi,25-34,2023-05-18,0
C00757,Mumbai,35-44,2023-03-20,0
C00758,Chennai,25-34,2023-06-19,0
C00759,Hyderabad,25-34,2023-05-03,0
C00760,Bengaluru,25-34,2023-06-25,0
C00761,Mumbai,18-24,2023-10-27,1
C00762,Bengaluru,35-44,2023-03-23,0
C00763,Delhi,25-34,2023-03-28,1
C00764,Bengaluru,25-34,2023-08-13,1
C00765,Delhi,25-34,2023-01-16,1
C00766,Hyderabad,18-24,2023-11-06,1
C00767,Chennai,18-24,2023-12-24,0
C00768,Mumbai,25-34,2023-06-12,0
C00769,Hyderabad,25-34,2023-04-08,0
C00770,Bengaluru,25-34,2023-06-05,1
C00771,Hyderabad,25-34,2023-01-02,1
C00772,Bengaluru,25-34,2023-12-16,1
C00773,Mumbai,25-34,2023-06-18,0
C00774,Hyderabad,25-34,2023-11-11,1
C00775,Bengaluru,35-44,2023-11-21,0
C00776,Bengaluru,25-34,2023-04-02,0
C00777,Delhi,25-34,2023-06-30,1
C00778,Delhi,18-24,2023-08-19,0
C00779,Delhi,25-34,2023-10-28,1
C00780,Delhi,18-24,2023-05-28,0
C00781,Mumbai,25-34,2023-10-07,1
C00782,Bengaluru,18-24,2023-07-08,0
C00783,Mumbai,25-34,2023-12-13,1
C00784,Bengaluru,35-44,2023-12-16,1
C00785,Chennai,25-34,2023-11-10,1
C00786,Delhi,18-24,2023-05-08,0
C00787,Mumbai,18-24,2023-01-07,1
C00788,Mumbai,35-44,2023-02-16,0
C00789,Chennai,18-24,2023-02-22,0
C00790,Bengaluru,25-34,2023-07-06,0
C00791,Delhi,25-34,2023-02-07,1
C00792,Mumbai,25-34,2023-08-14,0
C00793,Delhi,25-34,2023-02-22,1
C00794,Bengaluru,35-44,2023-08-12,1
C00795,Chennai,18-24,2023-06-03,0
C00796,Chennai,18-24,2023-02-17,1
C00797,Delhi,18-24,2023-12-17,0
C00798,Delhi,18-24,2023-05-27,1
C00799,Chennai,18-24,2023-03-05,0
C00800,Delhi,25-34,2023-12-15,0
C00801,Bengaluru,25-34,2023-07-01,0
C00802,Delhi,25-34,2023-05-05,0
C00803,Delhi,25-34,2023-06-28,0
C00804,Mumbai,25-34,2023-02-08,0
C00805,Delhi,25-34,2023-09-17,0
C00806,Chennai,18-24,2023-01-03,0
C00807,Chennai,25-34,2023-03-05,0
C00808,Mumbai,18-24,2023-01-29,1
C00809,Bengaluru,18-24,2023-01-11,0
C00810,Pune,25-34,2023-04-07,1
C00811,Hyderabad,45+,2023-12-24,0
C00812,Bengaluru,25-34,2023-07-22,1
C00813,Chennai,18-24,2023-01-21,1
C00814,Hyderabad,35-44,2023-02-08,0
C00815,Mumbai,25-34,2023-08-11,1
C00816,Delhi,25-34,2023-04-12,0
C00817,Mumbai,35-44,2023-02-15,1
C00818,Bengaluru,25-34,2023-03-07,1
C00819,Mumbai,18-24,2023-04-01,0
C00820,Hyderabad,25-34,2023-06-13,1
C00821,Bengaluru,25-34,2023-04-21,0
C00822,Mumbai,25-34,2023-12-04,0
C00823,Mumbai,25-34,2023-05-03,0
C00824,Mumbai,45+,2023-07-12,1
C00825,Chennai,35-44,2023-04-09,1
C00826,Mumbai,35-44,2023-10-18,1
C00827,Mumbai,35-44,2023-06-08,0
C00828,Delhi,45+,2023-04-13,0
C00829,Mumbai,18-24,2023-10-08,1
C00830,Bengaluru,18-24,2023-02-12,0
C00831,Mumbai,25-34,2023-03-25,0
C00832,Bengaluru,35-44,2023-07-10,0
C00833,Bengaluru,25-34,2023-02-20,0
C00834,Mumbai,25-34,2023-07-29,0
C00835,Mumbai,18-24,2023-05-06,1
C00836,Chennai,18-24,2023-03-10,0
C00837,Mumbai,25-34,2023-09-22,0
C00838,Delhi,18-24,2023-09-15,0
C00839,Delhi,25-34,2023-07-07,0
C00840,Bengaluru,18-24,2023-08-18,0
C00841,Delhi,25-34,2023-07-08,0
C00842,Bengaluru,25-34,2023-01-10,1
C00843,Pune,25-34,2023-04-24,0
C00844,Bengaluru,25-34,2023-03-17,1
C00845,Mumbai,18-24,2023-06-13,1
C00846,Bengaluru,35-44,2023-03-26,0
C00847,Pune,25-34,2023-02-18,0
C00848,Mumbai,25-34,2023-11-22,1
C00849,Delhi,25-34,2023-06-26,0
C00850,Bengaluru,18-24,2023-08-06,0
C00851,Delhi,35-44,2023-07-08,0
C00852,Bengaluru,25-34,2023-12-12,0
C00853,Chennai,25-34,2023-08-18,0
C00854,Bengaluru,18-24,2023-09-12,1
C00855,Bengaluru,45+,2023-08-24,1
C00856,Bengaluru,35-44,2023-01-26,0
C00857,Mumbai,18-24,2023-03-13,0
C00858,Delhi,25-34,2023-09-18,0
C00859,Bengaluru,35-44,2023-09-11,0
C00860,Hyderabad,25-34,2023-09-28,0
C00861,Mumbai,35-44,2023-05-03,0
C00862,Mumbai,25-34,2023-05-24,0
C00863,Mumbai,25-34,2023-09-14,0
C00864,Mumbai,25-34,2023-05-24,0
C00865,Delhi,18-24,2023-09-16,1
C00866,Bengaluru,25-34,2023-02-16,0
C00867,Bengaluru,45+,2023-12-17,1
C00868,Hyderabad,25-34,2023-01-13,0
C00869,Chennai,25-34,2023-07-27,0
C00870,Mumbai,25-34,2023-11-07,0
C00871,Bengaluru,25-34,2023-08-23,0
C00872,Delhi,35-44,2023-05-29,0
C00873,Mumbai,35-44,2023-11-18,1
C00874,Bengaluru,18-24,2023-06-04,1
C00875,Bengaluru,45+,2023-06-15,0
C00876,Delhi,35-44,2023-03-31,0
C00877,Delhi,35-44,2023-07-05,0
C00878,Bengaluru,25-34,2023-11-14,0
C00879,Bengaluru,35-44,2023-12-24,0
C00880,Bengaluru,18-24,2023-06-23,0
C00881,Delhi,25-34,2023-08-05,0
C00882,Bengaluru,35-44,2023-09-21,0
C00883,Bengaluru,18-24,2023-04-07,0
C00884,Hyderabad,18-24,2023-04-27,0
C00885,Bengaluru,35-44,2023-07-18,0
C00886,Delhi,35-44,2023-11-16,1
C00887,Bengaluru,18-24,2023-01-21,0
C00888,Bengaluru,35-44,2023-07-19,1
C00889,Bengaluru,25-34,2023-12-07,1
C00890,Delhi,25-34,2023-09-05,1
C00891,Hyderabad,35-44,2023-10-03,1
C00892,Hyderabad,25-34,2023-09-21,1
C00893,Mumbai,18-24,2023-02-27,1
C00894,Delhi,18-24,2023-10-29,0
C00895,Bengaluru,25-34,2023-01-31,0
C00896,Bengaluru,25-34,2023-09-06,1
C00897,Chennai,35-44,2023-04-03,1
C00898,Bengaluru,35-44,2023-09-22,1
C00899,Bengaluru,25-34,2023-09-28,1
C00900,Bengaluru,35-44,2023-04-04,1
C00901,Bengaluru,18-24,2023-06-03,1
C00902,Bengaluru,18-24,2023-10-12,1
C00903,Delhi,35-44,2023-03-21,0
C00904,Mumbai,18-24,2023-10-19,1
C00905,Chennai,18-24,2023-03-25,1
C00906,Hyderabad,25-34,2023-12-31,1
C00907,Mumbai,25-34,2023-02-06,1
C00908,Bengaluru,35-44,2023-12-08,0
C00909,Mumbai,18-24,2023-11-23,0
C00910,Delhi,18-24,2023-08-20,1
C00911,Bengaluru,25-34,2023-04-03,0
C00912,Delhi,25-34,2023-12-02,0
C00913,Mumbai,25-34,2023-04-12,0
C00914,Delhi,25-34,2023-06-15,1
C00915,Mumbai,35-44,2023-06-08,1
C00916,Bengaluru,35-44,2023-01-14,1
C00917,Chennai,18-24,2023-08-13,0
C00918,Hyderabad,25-34,2023-03-14,0
C00919,Bengaluru,25-34,2023-09-06,0
C00920,Hyderabad,45+,2023-04-01,0
C00921,Mumbai,45+,2023-08-04,1
C00922,Chennai,18-24,2023-03-31,0
C00923,Hyderabad,25-34,2023-01-29,0
C00924,Mumbai,25-34,2023-11-01,0
C00925,Bengaluru,18-24,2023-08-08,0
C00926,Bengaluru,18-24,2023-11-24,1
C00927,Mumbai,25-34,2023-08-03,0
C00928,Delhi,25-34,2023-08-09,1
C00929,Bengaluru,18-24,2023-02-11,0
C00930,Bengaluru,25-34,2023-05-15,0
C00931,Hyderabad,18-24,2023-02-11,0
C00932,Pune,25-34,2023-06-13,0
C00933,Mumbai,25-34,2023-12-27,1
C00934,Bengaluru,18-24,2023-10-10,0
C00935,Bengaluru,25-34,2023-02-27,0
C00936,Bengaluru,18-24,2023-10-29,0
C00937,Chennai,25-34,2023-11-18,0
C00938,Bengaluru,18-24,2023-01-25,1
C00939,Delhi,25-34,2023-03-14,0
C00940,Bengaluru,18-24,2023-05-09,0
C00941,Delhi,25-34,2023-03-28,1
C00942,Delhi,35-44,2023-11-26,0
C00943,Hyderabad,18-24,2023-06-02,0
C00944,Bengaluru,25-34,2023-07-01,0
C00945,Bengaluru,18-24,2023-05-05,0
C00946,Bengaluru,25-34,2023-03-08,1
C00947,Chennai,18-24,2023-01-06,0
C00948,Chennai,25-34,2023-05-05,1
C00949,Delhi,25-34,2023-11-10,0
C00950,Delhi,35-44,2023-11-22,1
C00951,Delhi,25-34,2023-02-22,0
C00952,Bengaluru,25-34,2023-03-07,1
C00953,Chennai,25-34,2023-11-10,0
C00954,Mumbai,45+,2023-03-23,0
C00955,Mumbai,35-44,2023-03-28,1
C00956,Mumbai,18-24,2023-01-02,1
C00957,Bengaluru,35-44,2023-07-23,0
C00958,Bengaluru,25-34,2023-05-30,0
C00959,Delhi,35-44,2023-10-20,0
C00960,Bengaluru,35-44,2023-04-13,1
C00961,Delhi,18-24,2023-01-24,1
C00962,Bengaluru,25-34,2023-07-31,0
C00963,Mumbai,18-24,2023-03-06,1
C00964,Bengaluru,18-24,2023-07-28,1
C00965,Mumbai,18-24,2023-09-08,0
C00966,Delhi,25-34,2023-04-27,1
C00967,Bengaluru,18-24,2023-04-26,0
C00968,Delhi,18-24,2023-08-25,1
C00969,Mumbai,25-34,2023-04-15,0
C00970,Delhi,18-24,2023-09-16,0
C00971,Chennai,18-24,2023-02-15,0
C00972,Delhi,18-24,2023-11-07,0
C00973,Bengaluru,25-34,2023-11-27,1
C00974,Bengaluru,25-34,2023-08-04,0
C00975,Bengaluru,18-24,2023-10-28,0
C00976,Delhi,45+,2023-11-29,1
C00977,Bengaluru,25-34,2023-01-24,0
C00978,Mumbai,25-34,2023-02-04,0
C00979,Delhi,25-34,2023-01-24,1
C00980,Mumbai,25-34,2023-01-28,1
C00981,Hyderabad,25-34,2023-01-16,0
C00982,Bengaluru,18-24,2023-02-28,0
C00983,Bengaluru,18-24,2023-08-31,1
C00984,Delhi,35-44,2023-07-26,0
C00985,Mumbai,18-24,2023-09-28,0
C00986,Delhi,25-34,2023-09-06,0
C00987,Mumbai,35-44,2023-09-24,0
C00988,Bengaluru,25-34,2023-07-12,1
C00989,Hyderabad,25-34,2023-12-01,1
C00990,Hyderabad,25-34,2023-08-06,1
C00991,Delhi,18-24,2023-04-25,1
C00992,Bengaluru,25-34,2023-03-09,0
C00993,Delhi,25-34,2023-10-26,0
C00994,Mumbai,35-44,2023-11-21,1
C00995,Bengaluru,45+,2023-03-16,0
C00996,Chennai,35-44,2023-04-13,0
C00997,Bengaluru,35-44,2023-10-24,1
C00998,Pune,25-34,2023-06-27,0
C00999,Mumbai,25-34,2023-08-03,0
C01000,Bengaluru,25-34,2023-11-11,1
C01001,Mumbai,25-34,2023-02-08,1
C01002,Chennai,35-44,2023-09-16,0
C01003,Delhi,18-24,2023-07-23,1
C01004,Hyderabad,35-44,2023-01-07,0
C01005,Delhi,35-44,2023-02-18,0
C01006,Delhi,45+,2023-01-26,1
C01007,Hyderabad,35-44,2023-06-10,1
C01008,Bengaluru,18-24,2023-12-23,0
C01009,Mumbai,18-24,2023-06-25,0
C01010,Bengaluru,18-24,2023-03-20,0
C01011,Pune,18-24,2023-01-02,0
C01012,Chennai,25-34,2023-05-12,0
C01013,Bengaluru,35-44,2023-10-03,0
C01014,Delhi,35-44,2023-04-27,0
C01015,Chennai,25-34,2023-06-13,0
C01016,Bengaluru,18-24,2023-10-15,0
C01017,Delhi,18-24,2023-01-28,1
C01018,Chennai,18-24,2023-11-29,0
C01019,Bengaluru,25-34,2023-01-01,0
C01020,Delhi,25-34,2023-07-07,1
C01021,Bengaluru,18-24,2023-02-25,1
C01022,Chennai,25-34,2023-02-04,0
C01023,Pune,18-24,2023-04-22,0
C01024,Chennai,25-34,2023-10-13,1
C01025,Mumbai,25-34,2023-11-06,0
C01026,Hyderabad,25-34,2023-02-05,1
C01027,Hyderabad,25-34,2023-08-05,0
C01028,Mumbai,45+,2023-03-21,0
C01029,Hyderabad,18-24,2023-11-10,0
C01030,Bengaluru,25-34,2023-03-24,1
C01031,Delhi,25-34,2023-03-06,1
C01032,Bengaluru,25-34,2023-11-21,0
C01033,Bengaluru,35-44,2023-05-08,0
C01034,Bengaluru,25-34,2023-11-03,0
C01035,Delhi,25-34,2023-01-22,0
C01036,Mumbai,18-24,2023-08-04,1
C01037,Delhi,25-34,2023-04-17,0
C01038,Bengaluru,18-24,2023-04-19,1
C01039,Mumbai,18-24,2023-12-23,0
C01040,Mumbai,25-34,2023-06-30,1
C01041,Hyderabad,25-34,2023-12-22,1
C01042,Mumbai,18-24,2023-06-13,0
C01043,Delhi,25-34,2023-03-09,0
C01044,Chennai,25-34,2023-10-19,0
C01045,Delhi,18-24,2023-06-29,0
C01046,Bengaluru,25-34,2023-06-30,0
C01047,Bengaluru,25-34,2023-06-18,0
C01048,Chennai,25-34,2023-01-22,1
C01049,Bengaluru,25-34,2023-03-07,0
C01050,Chennai,25-34,2023-01-21,1
C01051,Mumbai,25-34,2023-04-10,1
C01052,Chennai,45+,2023-10-27,1
C01053,Hyderabad,25-34,2023-04-13,0
C01054,Pune,18-24,2023-02-16,0
C01055,Mumbai,25-34,2023-02-08,0
C01056,Hyderabad,35-44,2023-10-12,0
C01057,Mumbai,18-24,2023-11-06,0
C01058,Mumbai,45+,2023-03-31,1
C01059,Delhi,45+,2023-03-26,0
C01060,Chennai,18-24,2023-09-30,0
C01061,Pune,45+,2023-12-02,1
C01062,Hyderabad,25-34,2023-07-07,0
C01063,Mumbai,35-44,2023-06-08,0
C01064,Mumbai,25-34,2023-08-31,1
C01065,Delhi,25-34,2023-03-14,0
C01066,Bengaluru,25-34,2023-02-18,0
C01067,Bengaluru,35-44,2023-04-11,0
C01068,Mumbai,18-24,2023-01-02,1
C01069,Bengaluru,25-34,2023-09-01,0
C01070,Bengaluru,18-24,2023-06-25,0
C01071,Bengaluru,25-34,2023-08-26,0
C01072,Bengaluru,25-34,2023-02-28,0
C01073,Bengaluru,25-34,2023-12-19,0
C01074,Pune,25-34,2023-04-09,0
C01075,Mumbai,18-24,2023-12-25,0
C01076,Mumbai,18-24,2023-01-02,0
C01077,Delhi,18-24,2023-08-31,0
C01078,Bengaluru,25-34,2023-10-24,0
C01079,Chennai,45+,2023-07-30,1
C01080,Hyderabad,18-24,2023-05-03,0
C01081,Bengaluru,45+,2023-08-17,0
C01082,Mumbai,25-34,2023-03-23,1
C01083,Chennai,25-34,2023-05-24,1
C01084,Chennai,25-34,2023-05-20,0
C01085,Mumbai,35-44,2023-01-29,0
C01086,Delhi,18-24,2023-09-27,0
C01087,Bengaluru,25-34,2023-09-04,0
C01088,Pune,25-34,2023-01-12,1
C01089,Bengaluru,25-34,2023-12-21,0
C01090,Chennai,35-44,2023-12-03,1
C01091,Delhi,18-24,2023-04-16,0
C01092,Delhi,25-34,2023-02-01,0
C01093,Mumbai,25-34,2023-03-15,1
C01094,Bengaluru,25-34,2023-06-20,0
C01095,Bengaluru,25-34,2023-12-03,0
C01096,Bengaluru,25-34,2023-03-10,1
C01097,Bengaluru,35-44,2023-10-28,1
C01098,Hyderabad,25-34,2023-12-28,1
C01099,Mumbai,35-44,2023-05-17,0
C01100,Bengaluru,25-34,2023-04-10,0
C01101,Pune,18-24,2023-05-26,1
C01102,Chennai,18-24,2023-01-09,0
C01103,Chennai,18-24,2023-03-03,1
C01104,Pune,25-34,2023-07-04,0
C01105,Bengaluru,25-34,2023-01-29,0
C01106,Mumbai,25-34,2023-04-24,1
C01107,Hyderabad,25-34,2023-05-23,0
C01108,Delhi,18-24,2023-04-30,0
C01109,Bengaluru,18-24,2023-06-19,0
C01110,Hyderabad,18-24,2023-06-06,0
C01111,Bengaluru,25-34,2023-12-01,0
C01112,Bengaluru,18-24,2023-12-15,0
C01113,Mumbai,18-24,2023-09-17,0
C01114,Delhi,45+,2023-03-23,1
C01115,Delhi,35-44,2023-08-30,0
C01116,Bengaluru,18-24,2023-06-21,1
C01117,Chennai,25-34,2023-08-19,0
C01118,Bengaluru,25-34,2023-07-27,0
C01119,Bengaluru,35-44,2023-03-16,0
C01120,Chennai,25-34,2023-09-27,1
C01121,Pune,18-24,2023-04-24,1
C01122,Hyderabad,25-34,2023-03-03,1
C01123,Hyderabad,25-34,2023-12-28,0
C01124,Delhi,18-24,2023-11-16,0
C01125,Delhi,25-34,2023-04-12,1
C01126,Bengaluru,25-34,2023-12-28,1
C01127,Mumbai,25-34,2023-07-29,1
C01128,Mumbai,18-24,2023-09-12,0
C01129,Bengaluru,25-34,2023-01-20,1
C01130,Delhi,18-24,2023-02-27,0
C01131,Mumbai,35-44,2023-04-22,0
C01132,Bengaluru,18-24,2023-11-09,0
C01133,Bengaluru,18-24,2023-07-15,0
C01134,Delhi,25-34,2023-12-19,1
C01135,Bengaluru,35-44,2023-04-02,1
C01136,Hyderabad,35-44,2023-02-21,1
C01137,Mumbai,25-34,2023-10-20,0
C01138,Mumbai,18-24,2023-01-08,0
C01139,Delhi,25-34,2023-10-27,1
C01140,Hyderabad,25-34,2023-04-08,0
C01141,Mumbai,18-24,2023-08-24,1
C01142,Delhi,35-44,2023-03-10,1
C01143,Delhi,18-24,2023-02-14,1
C01144,Bengaluru,45+,2023-05-17,0
C01145,Chennai,35-44,2023-08-22,1
C01146,Hyderabad,25-34,2023-02-01,0
C01147,Delhi,45+,2023-10-16,0
C01148,Hyderabad,25-34,2023-05-06,1
C01149,Hyderabad,18-24,2023-03-08,0
C01150,Delhi,25-34,2023-01-30,1
C01151,Hyderabad,18-24,2023-04-24,0
C01152,Delhi,25-34,2023-07-23,0
C01153,Delhi,25-34,2023-01-29,1
C01154,Delhi,25-34,2023-05-11,0
C01155,Hyderabad,25-34,2023-07-04,0
C01156,Bengaluru,25-34,2023-09-10,0
C01157,Chennai,35-44,2023-10-13,0
C01158,Chennai,18-24,2023-03-03,1
C01159,Bengaluru,25-34,2023-01-03,0
C01160,Hyderabad,18-24,2023-03-09,1
C01161,Bengaluru,25-34,2023-01-25,1
C01162,Mumbai,18-24,2023-06-28,0
C01163,Delhi,25-34,2023-05-21,1
C01164,Bengaluru,18-24,2023-08-19,0
C01165,Hyderabad,18-24,2023-10-27,0
C01166,Hyderabad,45+,2023-06-12,0
C01167,Mumbai,18-24,2023-11-07,0
C01168,Bengaluru,25-34,2023-05-10,1
C01169,Bengaluru,18-24,2023-09-03,0
C01170,Delhi,25-34,2023-10-24,0
C01171,Pune,25-34,2023-06-21,1
C01172,Delhi,25-34,2023-03-05,1
C01173,Bengaluru,18-24,2023-01-31,0
C01174,Delhi,25-34,2023-02-16,1
C01175,Mumbai,25-34,2023-05-10,0
C01176,Hyderabad,35-44,2023-12-18,1
C01177,Bengaluru,25-34,2023-11-29,0
C01178,Hyderabad,25-34,2023-04-20,1
C01179,Mumbai,18-24,2023-03-10,0
C01180,Pune,18-24,2023-02-27,0
C01181,Mumbai,18-24,2023-04-16,0
C01182,Delhi,18-24,2023-10-27,0
C01183,Chennai,18-24,2023-11-26,1
C01184,Bengaluru,25-34,2023-09-13,0
C01185,Chennai,25-34,2023-11-08,1
C01186,Delhi,45+,2023-06-20,1
C01187,Bengaluru,18-24,2023-06-11,1
C01188,Mumbai,25-34,2023-10-13,0
C01189,Delhi,35-44,2023-03-12,1
C01190,Bengaluru,25-34,2023-09-12,1
C01191,Delhi,18-24,2023-02-24,1
C01192,Mumbai,18-24,2023-11-19,0
C01193,Delhi,18-24,2023-01-03,0
C01194,Bengaluru,25-34,2023-01-26,0
C01195,Chennai,25-34,2023-11-09,0
C01196,Pune,18-24,2023-05-06,0
C01197,Pune,18-24,2023-02-22,0
C01198,Delhi,25-34,2023-07-17,0
C01199,Bengaluru,35-44,2023-10-26,0
C01200,Hyderabad,25-34,2023-07-07,0
C01201,Bengaluru,25-34,2023-07-05,1
C01202,Bengaluru,25-34,2023-11-01,0
C01203,Mumbai,18-24,2023-10-25,1
C01204,Mumbai,25-34,2023-07-23,0
C01205,Hyderabad,25-34,2023-01-11,0
C01206,Delhi,45+,2023-12-25,0
C01207,Mumbai,18-24,2023-12-20,1
C01208,Bengaluru,25-34,2023-05-26,0
C01209,Pune,25-34,2023-03-26,1
C01210,Mumbai,25-34,2023-04-10,0
C01211,Mumbai,18-24,2023-04-14,0
C01212,Bengaluru,25-34,2023-02-15,1
C01213,Hyderabad,35-44,2023-02-13,0
C01214,Delhi,25-34,2023-10-05,1
